timestamp,event,event2,gluc_mmol_L,kh_g,Dauer (hh:mm:ss),delta_time_s
2025-12-06 11:06:30,EGV,,4.9,,,39990.0
2025-12-06 11:11:30,EGV,,5.1,,,40290.0
2025-12-06 11:16:30,EGV,,5.1,,,40590.0
2025-12-06 11:21:33,EGV,,5.2,,,40893.0
2025-12-06 11:26:33,EGV,,5.4,,,41193.0
2025-12-06 11:31:33,EGV,,5.2,,,41493.0
2025-12-06 11:36:33,EGV,,5.0,,,41793.0
2025-12-06 11:41:33,EGV,,5.3,,,42093.0
2025-12-06 11:46:33,EGV,,5.4,,,42393.0
2025-12-06 11:51:33,EGV,,5.4,,,42693.0
2025-12-06 11:56:30,EGV,,5.4,,,42990.0
2025-12-06 12:01:30,EGV,,5.4,,,43290.0
2025-12-06 12:06:30,EGV,,5.5,,,43590.0
2025-12-06 12:11:30,EGV,,5.5,,,43890.0
2025-12-06 12:16:30,EGV,,5.4,,,44190.0
2025-12-06 12:21:30,EGV,,5.7,,,44490.0
2025-12-06 12:26:30,EGV,,5.8,,,44790.0
2025-12-06 12:31:30,EGV,,5.7,,,45090.0
2025-12-06 12:36:30,EGV,,5.7,,,45390.0
2025-12-06 12:41:30,EGV,,5.8,,,45690.0
2025-12-06 12:46:30,EGV,,6.0,,,45990.0
2025-12-06 12:51:30,EGV,,6.3,,,46290.0
2025-12-06 12:56:30,EGV,,6.4,,,46590.0
2025-12-06 13:01:30,EGV,,6.3,,,46890.0
2025-12-06 13:06:30,EGV,,6.2,,,47190.0
2025-12-06 13:11:30,EGV,,6.2,,,47490.0
2025-12-06 13:16:30,EGV,,6.5,,,47790.0
2025-12-06 13:21:30,EGV,,6.9,,,48090.0
2025-12-06 13:26:30,EGV,,6.6,,,48390.0
2025-12-06 13:31:29,EGV,,6.4,,,48689.0
2025-12-06 13:36:30,EGV,,6.4,,,48990.0
2025-12-06 13:41:30,EGV,,6.5,,,49290.0
2025-12-06 13:46:30,EGV,,6.5,,,49590.0
2025-12-06 13:51:30,EGV,,6.3,,,49890.0
2025-12-06 13:56:32,EGV,,6.1,,,50192.0
2025-12-06 14:01:30,EGV,,6.0,,,50490.0
2025-12-06 14:06:30,EGV,,6.0,,,50790.0
2025-12-06 14:11:29,EGV,,6.3,,,51089.0
2025-12-06 14:16:30,EGV,,6.4,,,51390.0
2025-12-06 14:21:30,EGV,,6.4,,,51690.0
2025-12-06 14:26:30,EGV,,6.6,,,51990.0
2025-12-06 14:31:30,EGV,,6.6,,,52290.0
2025-12-06 14:36:30,EGV,,6.4,,,52590.0
2025-12-06 14:41:30,EGV,,6.0,,,52890.0
2025-12-06 14:46:30,EGV,,6.0,,,53190.0
2025-12-06 14:51:30,EGV,,5.9,,,53490.0
2025-12-06 14:56:30,EGV,,5.5,,,53790.0
2025-12-06 15:01:30,EGV,,5.3,,,54090.0
2025-12-06 15:06:30,EGV,,5.0,,,54390.0
2025-12-06 15:11:30,EGV,,5.1,,,54690.0
2025-12-06 15:16:30,EGV,,5.3,,,54990.0
2025-12-06 15:21:30,EGV,,5.1,,,55290.0
2025-12-06 15:26:30,EGV,,5.2,,,55590.0
2025-12-06 15:31:30,EGV,,5.4,,,55890.0
2025-12-06 15:36:30,EGV,,5.6,,,56190.0
2025-12-06 15:41:29,EGV,,5.7,,,56489.0
2025-12-06 15:46:29,EGV,,5.6,,,56789.0
2025-12-06 15:51:30,EGV,,5.5,,,57090.0
2025-12-06 15:56:31,EGV,,5.5,,,57391.0
2025-12-06 16:01:30,EGV,,5.8,,,57690.0
2025-12-06 16:06:30,EGV,,5.7,,,57990.0
2025-12-06 16:11:30,EGV,,5.5,,,58290.0
2025-12-06 16:16:30,EGV,,5.5,,,58590.0
2025-12-06 16:21:30,EGV,,5.6,,,58890.0
2025-12-06 16:26:30,EGV,,5.8,,,59190.0
2025-12-06 16:31:30,EGV,,5.5,,,59490.0
2025-12-06 16:36:30,EGV,,5.4,,,59790.0
2025-12-06 16:41:30,EGV,,5.4,,,60090.0
2025-12-06 16:46:30,EGV,,5.6,,,60390.0
2025-12-06 16:51:29,EGV,,5.7,,,60689.0
2025-12-06 16:56:29,EGV,,5.7,,,60989.0
2025-12-06 17:01:29,EGV,,5.5,,,61289.0
2025-12-06 17:06:29,EGV,,5.4,,,61589.0
2025-12-06 17:11:30,EGV,,5.4,,,61890.0
2025-12-06 17:16:30,EGV,,5.6,,,62190.0
2025-12-06 17:21:29,EGV,,5.7,,,62489.0
2025-12-06 17:26:30,EGV,,5.4,,,62790.0
2025-12-06 17:31:29,EGV,,5.4,,,63089.0
2025-12-06 17:36:29,EGV,,5.1,,,63389.0
2025-12-06 17:41:29,EGV,,5.0,,,63689.0
2025-12-06 17:46:29,EGV,,5.2,,,63989.0
2025-12-06 17:51:30,EGV,,5.3,,,64290.0
2025-12-06 17:56:31,EGV,,5.2,,,64591.0
2025-12-06 18:01:30,EGV,,5.4,,,64890.0
2025-12-06 18:06:30,EGV,,5.5,,,65190.0
2025-12-06 18:11:30,EGV,,5.4,,,65490.0
2025-12-06 18:16:30,EGV,,5.6,,,65790.0
2025-12-06 18:21:30,EGV,,5.7,,,66090.0
2025-12-06 18:26:30,EGV,,6.0,,,66390.0
2025-12-06 18:31:29,EGV,,6.3,,,66689.0
2025-12-06 18:36:30,EGV,,6.5,,,66990.0
2025-12-06 18:41:30,EGV,,7.0,,,67290.0
2025-12-06 18:46:30,EGV,,7.4,,,67590.0
2025-12-06 18:51:30,EGV,,7.3,,,67890.0
2025-12-06 18:56:30,EGV,,7.3,,,68190.0
2025-12-06 19:01:29,EGV,,7.1,,,68489.0
2025-12-06 19:06:29,EGV,,7.0,,,68789.0
2025-12-06 19:11:30,EGV,,6.9,,,69090.0
2025-12-06 19:16:29,EGV,,6.9,,,69389.0
2025-12-06 19:21:30,EGV,,6.9,,,69690.0
2025-12-06 19:26:29,EGV,,6.9,,,69989.0
2025-12-06 19:31:30,EGV,,6.7,,,70290.0
2025-12-06 19:36:30,EGV,,6.4,,,70590.0
2025-12-06 19:41:30,EGV,,6.0,,,70890.0
2025-12-06 19:46:30,EGV,,5.8,,,71190.0
2025-12-06 19:51:30,EGV,,5.9,,,71490.0
2025-12-06 19:56:33,EGV,,5.9,,,71793.0
2025-12-06 20:01:29,EGV,,5.9,,,72089.0
2025-12-06 20:06:29,EGV,,5.8,,,72389.0
2025-12-06 20:11:29,EGV,,5.5,,,72689.0
2025-12-06 20:16:29,EGV,,5.2,,,72989.0
2025-12-06 20:21:30,EGV,,5.2,,,73290.0
2025-12-06 20:26:29,EGV,,5.0,,,73589.0
2025-12-06 20:31:29,EGV,,5.3,,,73889.0
2025-12-06 20:36:30,EGV,,5.5,,,74190.0
2025-12-06 20:41:30,EGV,,5.5,,,74490.0
2025-12-06 20:46:30,EGV,,5.2,,,74790.0
2025-12-06 20:51:29,EGV,,5.2,,,75089.0
2025-12-06 20:56:30,EGV,,5.6,,,75390.0
2025-12-06 21:01:30,EGV,,6.2,,,75690.0
2025-12-06 21:06:30,EGV,,6.4,,,75990.0
2025-12-06 21:11:30,EGV,,6.6,,,76290.0
2025-12-06 21:16:30,EGV,,6.7,,,76590.0
2025-12-06 21:21:29,EGV,,6.7,,,76889.0
2025-12-06 21:26:30,EGV,,6.8,,,77190.0
2025-12-06 21:31:30,EGV,,6.6,,,77490.0
2025-12-06 21:36:29,EGV,,6.7,,,77789.0
2025-12-06 21:41:30,EGV,,6.8,,,78090.0
2025-12-06 21:46:30,EGV,,6.7,,,78390.0
2025-12-06 21:51:30,EGV,,6.5,,,78690.0
2025-12-06 21:56:30,EGV,,6.2,,,78990.0
2025-12-06 22:01:31,EGV,,6.0,,,79291.0
2025-12-06 22:06:30,EGV,,5.8,,,79590.0
2025-12-06 22:11:30,EGV,,5.8,,,79890.0
2025-12-06 22:16:29,EGV,,5.8,,,80189.0
2025-12-06 22:21:29,EGV,,5.9,,,80489.0
2025-12-06 22:26:29,EGV,,6.2,,,80789.0
2025-12-06 22:31:29,EGV,,6.2,,,81089.0
2025-12-06 22:36:29,EGV,,6.3,,,81389.0
2025-12-06 22:41:29,EGV,,6.0,,,81689.0
2025-12-06 22:46:29,EGV,,5.7,,,81989.0
2025-12-06 22:51:30,EGV,,5.7,,,82290.0
2025-12-06 22:56:29,EGV,,5.5,,,82589.0
2025-12-06 23:01:29,EGV,,5.3,,,82889.0
2025-12-06 23:06:29,EGV,,5.4,,,83189.0
2025-12-06 23:11:30,EGV,,5.5,,,83490.0
2025-12-06 23:16:30,EGV,,5.7,,,83790.0
2025-12-06 23:21:30,EGV,,5.7,,,84090.0
2025-12-06 23:26:29,EGV,,5.7,,,84389.0
2025-12-06 23:31:29,EGV,,6.2,,,84689.0
2025-12-06 23:36:29,EGV,,6.4,,,84989.0
2025-12-06 23:41:29,EGV,,6.0,,,85289.0
2025-12-06 23:46:29,EGV,,5.8,,,85589.0
2025-12-06 23:51:29,EGV,,5.9,,,85889.0
2025-12-06 23:56:30,EGV,,6.2,,,86190.0
2025-12-07 00:01:29,EGV,,6.4,,,89.0
2025-12-07 00:06:30,EGV,,6.8,,,390.0
2025-12-07 00:11:29,EGV,,7.2,,,689.0
2025-12-07 00:16:29,EGV,,7.4,,,989.0
2025-12-07 00:21:29,EGV,,7.3,,,1289.0
2025-12-07 00:26:29,EGV,,6.8,,,1589.0
2025-12-07 00:31:29,EGV,,6.3,,,1889.0
2025-12-07 00:36:29,EGV,,5.9,,,2189.0
2025-12-07 00:41:30,EGV,,5.7,,,2490.0
2025-12-07 00:46:29,EGV,,5.7,,,2789.0
2025-12-07 00:51:29,EGV,,5.7,,,3089.0
2025-12-07 00:56:29,EGV,,5.8,,,3389.0
2025-12-07 01:01:30,EGV,,5.6,,,3690.0
2025-12-07 01:06:30,EGV,,5.5,,,3990.0
2025-12-07 01:11:29,EGV,,5.5,,,4289.0
2025-12-07 01:16:29,EGV,,5.4,,,4589.0
2025-12-07 01:21:29,EGV,,5.9,,,4889.0
2025-12-07 01:26:29,EGV,,6.1,,,5189.0
2025-12-07 01:31:29,EGV,,5.9,,,5489.0
2025-12-07 01:36:29,EGV,,5.8,,,5789.0
2025-12-07 01:41:30,EGV,,5.7,,,6090.0
2025-12-07 01:46:30,EGV,,5.6,,,6390.0
2025-12-07 01:51:29,EGV,,5.6,,,6689.0
2025-12-07 01:56:29,EGV,,5.6,,,6989.0
2025-12-07 02:01:29,EGV,,5.7,,,7289.0
2025-12-07 02:06:30,EGV,,5.6,,,7590.0
2025-12-07 02:11:29,EGV,,5.5,,,7889.0
2025-12-07 02:16:30,EGV,,5.5,,,8190.0
2025-12-07 02:21:29,EGV,,5.2,,,8489.0
2025-12-07 02:26:29,EGV,,5.3,,,8789.0
2025-12-07 02:31:29,EGV,,5.3,,,9089.0
2025-12-07 02:36:30,EGV,,5.3,,,9390.0
2025-12-07 02:41:29,EGV,,5.2,,,9689.0
2025-12-07 02:46:29,EGV,,5.1,,,9989.0
2025-12-07 02:51:29,EGV,,5.1,,,10289.0
2025-12-07 02:56:29,EGV,,5.2,,,10589.0
2025-12-07 03:01:29,EGV,,5.2,,,10889.0
2025-12-07 03:06:29,EGV,,5.3,,,11189.0
2025-12-07 03:11:30,EGV,,5.3,,,11490.0
2025-12-07 03:16:29,EGV,,5.3,,,11789.0
2025-12-07 03:21:29,EGV,,5.3,,,12089.0
2025-12-07 03:26:29,EGV,,4.3,,,12389.0
2025-12-07 03:31:29,EGV,,4.1,,,12689.0
2025-12-07 03:36:29,EGV,,4.3,,,12989.0
2025-12-07 03:41:29,EGV,,4.9,,,13289.0
2025-12-07 03:46:29,EGV,,5.8,,,13589.0
2025-12-07 03:51:29,EGV,,5.2,,,13889.0
2025-12-07 03:56:29,EGV,,5.2,,,14189.0
2025-12-07 04:01:29,EGV,,5.7,,,14489.0
2025-12-07 04:06:29,EGV,,4.9,,,14789.0
2025-12-07 04:11:30,EGV,,4.3,,,15090.0
2025-12-07 04:16:29,EGV,,4.4,,,15389.0
2025-12-07 04:21:29,EGV,,4.5,,,15689.0
2025-12-07 04:26:29,EGV,,4.5,,,15989.0
2025-12-07 04:31:29,EGV,,4.6,,,16289.0
2025-12-07 04:36:29,EGV,,4.9,,,16589.0
2025-12-07 04:41:29,EGV,,5.8,,,16889.0
2025-12-07 04:46:29,EGV,,5.6,,,17189.0
2025-12-07 04:51:29,EGV,,5.4,,,17489.0
2025-12-07 04:56:29,EGV,,5.4,,,17789.0
2025-12-07 05:01:29,EGV,,5.4,,,18089.0
2025-12-07 05:06:29,EGV,,5.3,,,18389.0
2025-12-07 05:11:29,EGV,,5.3,,,18689.0
2025-12-07 05:16:29,EGV,,5.1,,,18989.0
2025-12-07 05:21:29,EGV,,5.2,,,19289.0
2025-12-07 05:26:29,EGV,,5.5,,,19589.0
2025-12-07 05:31:29,EGV,,5.6,,,19889.0
2025-12-07 05:36:29,EGV,,5.4,,,20189.0
2025-12-07 05:41:29,EGV,,5.3,,,20489.0
2025-12-07 05:46:29,EGV,,5.2,,,20789.0
2025-12-07 05:51:29,EGV,,5.2,,,21089.0
2025-12-07 05:56:29,EGV,,5.3,,,21389.0
2025-12-07 06:01:29,EGV,,5.3,,,21689.0
2025-12-07 06:06:28,EGV,,5.2,,,21988.0
2025-12-07 06:11:29,EGV,,5.3,,,22289.0
2025-12-07 06:16:30,EGV,,5.4,,,22590.0
2025-12-07 06:21:29,EGV,,5.4,,,22889.0
2025-12-07 06:26:29,EGV,,5.5,,,23189.0
2025-12-07 06:31:29,EGV,,5.7,,,23489.0
2025-12-07 06:36:29,EGV,,5.6,,,23789.0
2025-12-07 06:41:29,EGV,,5.6,,,24089.0
2025-12-07 06:46:29,EGV,,5.4,,,24389.0
2025-12-07 06:51:28,EGV,,5.3,,,24688.0
2025-12-07 06:56:29,EGV,,5.3,,,24989.0
2025-12-07 07:01:29,EGV,,5.3,,,25289.0
2025-12-07 07:06:29,EGV,,5.4,,,25589.0
2025-12-07 07:11:29,EGV,,5.1,,,25889.0
2025-12-07 07:16:29,EGV,,5.2,,,26189.0
2025-12-07 07:21:29,EGV,,5.4,,,26489.0
2025-12-07 07:26:29,EGV,,5.3,,,26789.0
2025-12-07 07:31:28,EGV,,5.0,,,27088.0
2025-12-07 07:36:29,EGV,,5.4,,,27389.0
2025-12-07 07:41:29,EGV,,5.6,,,27689.0
2025-12-07 07:46:29,EGV,,5.6,,,27989.0
2025-12-07 07:51:29,EGV,,5.5,,,28289.0
2025-12-07 07:56:29,EGV,,5.3,,,28589.0
2025-12-07 08:01:29,EGV,,4.9,,,28889.0
2025-12-07 08:06:29,EGV,,4.9,,,29189.0
2025-12-07 08:11:29,EGV,,5.2,,,29489.0
2025-12-07 08:16:31,EGV,,5.2,,,29791.0
2025-12-07 08:21:28,EGV,,5.3,,,30088.0
2025-12-07 08:26:29,EGV,,5.2,,,30389.0
2025-12-07 08:31:29,EGV,,5.4,,,30689.0
2025-12-07 08:36:29,EGV,,5.4,,,30989.0
2025-12-07 08:41:29,EGV,,5.4,,,31289.0
2025-12-07 08:46:28,EGV,,5.4,,,31588.0
2025-12-07 08:51:29,EGV,,5.5,,,31889.0
2025-12-07 08:56:29,EGV,,5.5,,,32189.0
2025-12-07 09:01:29,EGV,,5.5,,,32489.0
2025-12-07 09:06:29,EGV,,5.5,,,32789.0
2025-12-07 09:11:29,EGV,,5.5,,,33089.0
2025-12-07 09:16:29,EGV,,5.5,,,33389.0
2025-12-07 09:21:29,EGV,,5.5,,,33689.0
2025-12-07 09:26:29,EGV,,5.8,,,33989.0
2025-12-07 09:31:29,EGV,,6.3,,,34289.0
2025-12-07 09:36:29,EGV,,6.8,,,34589.0
2025-12-07 09:41:28,EGV,,7.2,,,34888.0
2025-12-07 09:46:28,EGV,,7.4,,,35188.0
2025-12-07 09:51:28,EGV,,7.5,,,35488.0
2025-12-07 09:56:28,EGV,,7.4,,,35788.0
2025-12-07 10:01:29,EGV,,7.0,,,36089.0
2025-12-07 10:06:29,EGV,,7.0,,,36389.0
2025-12-07 10:11:29,EGV,,6.4,,,36689.0
2025-12-07 10:16:30,EGV,,6.2,,,36990.0
2025-12-07 10:21:28,EGV,,6.2,,,37288.0
2025-12-07 10:26:29,EGV,,6.3,,,37589.0
2025-12-07 10:31:28,EGV,,6.0,,,37888.0
2025-12-07 10:36:28,EGV,,5.8,,,38188.0
2025-12-07 10:41:28,EGV,,5.6,,,38488.0
2025-12-07 10:46:29,EGV,,5.7,,,38789.0
2025-12-07 10:51:29,EGV,,5.7,,,39089.0
2025-12-07 10:56:29,EGV,,5.6,,,39389.0
2025-12-07 11:01:28,EGV,,5.6,,,39688.0
2025-12-07 11:06:28,EGV,,5.6,,,39988.0
2025-12-07 11:11:29,EGV,,5.5,,,40289.0
2025-12-07 11:16:29,EGV,,5.5,,,40589.0
2025-12-07 11:21:29,EGV,,5.5,,,40889.0
2025-12-07 11:26:28,EGV,,5.6,,,41188.0
2025-12-07 11:31:28,EGV,,5.6,,,41488.0
2025-12-07 11:36:28,EGV,,5.7,,,41788.0
2025-12-07 11:41:28,EGV,,5.8,,,42088.0
2025-12-07 11:46:28,EGV,,5.8,,,42388.0
2025-12-07 11:51:29,EGV,,5.7,,,42689.0
2025-12-07 11:56:28,EGV,,5.6,,,42988.0
2025-12-07 12:01:28,EGV,,5.5,,,43288.0
2025-12-07 12:06:28,EGV,,5.6,,,43588.0
2025-12-07 12:11:29,EGV,,5.7,,,43889.0
2025-12-07 12:16:29,EGV,,5.8,,,44189.0
2025-12-07 12:21:30,EGV,,6.0,,,44490.0
2025-12-07 12:26:28,EGV,,6.2,,,44788.0
2025-12-07 12:31:28,EGV,,6.0,,,45088.0
2025-12-07 12:36:29,EGV,,6.1,,,45389.0
2025-12-07 12:41:31,EGV,,6.0,,,45691.0
2025-12-07 12:46:29,EGV,,5.8,,,45989.0
2025-12-07 12:51:29,EGV,,5.7,,,46289.0
2025-12-07 12:56:29,EGV,,5.7,,,46589.0
2025-12-07 13:01:29,EGV,,5.7,,,46889.0
2025-12-07 13:06:29,EGV,,5.6,,,47189.0
2025-12-07 13:11:28,EGV,,5.6,,,47488.0
2025-12-07 13:16:28,EGV,,5.5,,,47788.0
2025-12-07 13:21:28,EGV,,5.5,,,48088.0
2025-12-07 13:26:28,EGV,,5.5,,,48388.0
2025-12-07 13:31:28,EGV,,5.5,,,48688.0
2025-12-07 13:36:28,EGV,,5.5,,,48988.0
2025-12-07 13:41:28,EGV,,5.8,,,49288.0
2025-12-07 13:46:28,EGV,,6.4,,,49588.0
2025-12-07 13:51:28,EGV,,6.9,,,49888.0
2025-12-07 13:56:28,EGV,,7.4,,,50188.0
2025-12-07 14:01:29,EGV,,7.7,,,50489.0
2025-12-07 14:06:29,EGV,,7.3,,,50789.0
2025-12-07 14:11:29,EGV,,6.7,,,51089.0
2025-12-07 14:16:29,EGV,,5.7,,,51389.0
2025-12-07 14:21:28,EGV,,4.7,,,51688.0
2025-12-07 14:26:30,EGV,,4.5,,,51990.0
2025-12-07 14:31:28,EGV,,4.6,,,52288.0
2025-12-07 14:36:28,EGV,,4.7,,,52588.0
2025-12-07 14:41:28,EGV,,4.9,,,52888.0
2025-12-07 14:46:28,EGV,,5.2,,,53188.0
2025-12-07 14:51:28,EGV,,5.3,,,53488.0
2025-12-07 14:56:29,EGV,,5.4,,,53789.0
2025-12-07 15:01:28,EGV,,5.5,,,54088.0
2025-12-07 15:06:28,EGV,,5.5,,,54388.0
2025-12-07 15:11:29,EGV,,5.5,,,54689.0
2025-12-07 15:16:28,EGV,,5.4,,,54988.0
2025-12-07 15:21:28,EGV,,5.5,,,55288.0
2025-12-07 15:26:28,EGV,,5.7,,,55588.0
2025-12-07 15:31:29,EGV,,5.7,,,55889.0
2025-12-07 15:36:28,EGV,,5.8,,,56188.0
2025-12-07 15:41:28,EGV,,5.8,,,56488.0
2025-12-07 15:46:29,EGV,,5.8,,,56789.0
2025-12-07 15:51:28,EGV,,5.8,,,57088.0
2025-12-07 15:56:29,EGV,,5.7,,,57389.0
2025-12-07 16:01:28,EGV,,5.7,,,57688.0
2025-12-07 16:06:28,EGV,,5.7,,,57988.0
2025-12-07 16:11:29,EGV,,5.7,,,58289.0
2025-12-07 16:16:29,EGV,,5.7,,,58589.0
2025-12-07 16:21:28,EGV,,5.7,,,58888.0
2025-12-07 16:26:30,EGV,,5.7,,,59190.0
2025-12-07 16:31:28,EGV,,5.7,,,59488.0
2025-12-07 16:36:28,EGV,,5.7,,,59788.0
2025-12-07 16:41:28,EGV,,5.7,,,60088.0
2025-12-07 16:46:29,EGV,,5.6,,,60389.0
2025-12-07 16:51:29,EGV,,5.6,,,60689.0
2025-12-07 16:56:28,EGV,,5.6,,,60988.0
2025-12-07 17:01:28,EGV,,5.6,,,61288.0
2025-12-07 17:06:28,EGV,,5.5,,,61588.0
2025-12-07 17:11:28,EGV,,5.5,,,61888.0
2025-12-07 17:16:28,EGV,,5.5,,,62188.0
2025-12-07 17:21:28,EGV,,5.6,,,62488.0
2025-12-07 17:26:28,EGV,,5.7,,,62788.0
2025-12-07 17:31:28,EGV,,5.7,,,63088.0
2025-12-07 17:36:28,EGV,,5.8,,,63388.0
2025-12-07 17:41:28,EGV,,5.7,,,63688.0
2025-12-07 17:46:29,EGV,,5.6,,,63989.0
2025-12-07 17:51:28,EGV,,5.8,,,64288.0
2025-12-07 17:56:28,EGV,,6.3,,,64588.0
2025-12-07 18:01:28,EGV,,7.1,,,64888.0
2025-12-07 18:06:29,EGV,,7.8,,,65189.0
2025-12-07 18:11:28,EGV,,8.4,,,65488.0
2025-12-07 18:16:28,EGV,,8.8,,,65788.0
2025-12-07 18:21:28,EGV,,9.2,,,66088.0
2025-12-07 18:26:29,EGV,,9.3,,,66389.0
2025-12-07 18:31:28,EGV,,9.4,,,66688.0
2025-12-07 18:36:28,EGV,,9.3,,,66988.0
2025-12-07 18:41:29,EGV,,9.2,,,67289.0
2025-12-07 18:46:28,EGV,,9.0,,,67588.0
2025-12-07 18:51:28,EGV,,8.5,,,67888.0
2025-12-07 18:56:28,EGV,,8.3,,,68188.0
2025-12-07 19:01:28,EGV,,7.6,,,68488.0
2025-12-07 19:06:28,EGV,,7.4,,,68788.0
2025-12-07 19:11:28,EGV,,7.2,,,69088.0
2025-12-07 19:16:28,EGV,,7.0,,,69388.0
2025-12-07 19:21:28,EGV,,6.5,,,69688.0
2025-12-07 19:26:28,EGV,,5.8,,,69988.0
2025-12-07 19:31:28,EGV,,5.7,,,70288.0
2025-12-07 19:36:28,EGV,,5.5,,,70588.0
2025-12-07 19:41:28,EGV,,5.5,,,70888.0
2025-12-07 19:46:28,EGV,,5.4,,,71188.0
2025-12-07 19:51:28,EGV,,5.4,,,71488.0
2025-12-07 19:56:28,EGV,,5.3,,,71788.0
2025-12-07 20:01:28,EGV,,5.1,,,72088.0
2025-12-07 20:06:28,EGV,,5.4,,,72388.0
2025-12-07 20:11:28,EGV,,5.3,,,72688.0
2025-12-07 20:16:28,EGV,,5.3,,,72988.0
2025-12-07 20:21:28,EGV,,5.2,,,73288.0
2025-12-07 20:26:30,EGV,,5.1,,,73590.0
2025-12-07 20:31:28,EGV,,5.2,,,73888.0
2025-12-07 20:36:28,EGV,,5.4,,,74188.0
2025-12-07 20:41:28,EGV,,5.5,,,74488.0
2025-12-07 20:46:28,EGV,,5.4,,,74788.0
2025-12-07 20:51:28,EGV,,5.4,,,75088.0
2025-12-07 20:56:28,EGV,,5.5,,,75388.0
2025-12-07 21:01:28,EGV,,5.5,,,75688.0
2025-12-07 21:06:28,EGV,,5.6,,,75988.0
2025-12-07 21:11:28,EGV,,5.7,,,76288.0
2025-12-07 21:16:28,EGV,,5.6,,,76588.0
2025-12-07 21:21:28,EGV,,5.5,,,76888.0
2025-12-07 21:26:28,EGV,,5.5,,,77188.0
2025-12-07 21:31:28,EGV,,5.4,,,77488.0
2025-12-07 21:36:28,EGV,,5.3,,,77788.0
2025-12-07 21:41:28,EGV,,5.2,,,78088.0
2025-12-07 21:46:28,EGV,,5.2,,,78388.0
2025-12-07 21:51:28,EGV,,5.2,,,78688.0
2025-12-07 21:56:28,EGV,,5.3,,,78988.0
2025-12-07 22:01:28,EGV,,5.3,,,79288.0
2025-12-07 22:06:28,EGV,,5.2,,,79588.0
2025-12-07 22:11:28,EGV,,5.2,,,79888.0
2025-12-07 22:16:28,EGV,,4.9,,,80188.0
2025-12-07 22:21:28,EGV,,5.1,,,80488.0
2025-12-07 22:26:28,EGV,,5.2,,,80788.0
2025-12-07 22:31:29,EGV,,5.3,,,81089.0
2025-12-07 22:36:28,EGV,,5.3,,,81388.0
2025-12-07 22:41:28,EGV,,5.3,,,81688.0
2025-12-07 22:46:28,EGV,,5.3,,,81988.0
2025-12-07 22:51:27,EGV,,5.4,,,82287.0
2025-12-07 22:56:28,EGV,,5.4,,,82588.0
2025-12-07 23:01:28,EGV,,5.4,,,82888.0
2025-12-07 23:06:28,EGV,,5.5,,,83188.0
2025-12-07 23:11:28,EGV,,5.5,,,83488.0
2025-12-07 23:16:28,EGV,,5.5,,,83788.0
2025-12-07 23:21:28,EGV,,5.7,,,84088.0
2025-12-07 23:26:28,EGV,,5.6,,,84388.0
2025-12-07 23:31:27,EGV,,5.5,,,84687.0
2025-12-07 23:36:28,EGV,,5.5,,,84988.0
2025-12-07 23:41:28,EGV,,5.5,,,85288.0
2025-12-07 23:46:28,EGV,,5.4,,,85588.0
2025-12-07 23:51:27,EGV,,5.4,,,85887.0
2025-12-07 23:56:28,EGV,,5.5,,,86188.0
2025-12-08 00:01:28,EGV,,5.5,,,88.0
2025-12-08 00:06:27,EGV,,5.6,,,387.0
2025-12-08 00:11:28,EGV,,5.7,,,688.0
2025-12-08 00:16:28,EGV,,5.8,,,988.0
2025-12-08 00:21:27,EGV,,5.7,,,1287.0
2025-12-08 00:26:28,EGV,,5.7,,,1588.0
2025-12-08 00:31:29,EGV,,5.7,,,1889.0
2025-12-08 00:36:27,EGV,,5.8,,,2187.0
2025-12-08 00:41:28,EGV,,5.7,,,2488.0
2025-12-08 00:46:27,EGV,,5.4,,,2787.0
2025-12-08 00:51:27,EGV,,5.5,,,3087.0
2025-12-08 00:56:28,EGV,,5.5,,,3388.0
2025-12-08 01:01:28,EGV,,5.6,,,3688.0
2025-12-08 01:06:28,EGV,,5.7,,,3988.0
2025-12-08 01:11:28,EGV,,4.9,,,4288.0
2025-12-08 01:16:27,EGV,,4.3,,,4587.0
2025-12-08 01:21:27,EGV,,4.6,,,4887.0
2025-12-08 01:26:28,EGV,,4.3,,,5188.0
2025-12-08 01:31:28,EGV,,4.6,,,5488.0
2025-12-08 01:36:28,EGV,,5.9,,,5788.0
2025-12-08 01:41:28,EGV,,5.9,,,6088.0
2025-12-08 01:46:27,EGV,,5.5,,,6387.0
2025-12-08 01:51:28,EGV,,5.5,,,6688.0
2025-12-08 01:56:28,EGV,,5.4,,,6988.0
2025-12-08 02:01:28,EGV,,5.4,,,7288.0
2025-12-08 02:06:27,EGV,,5.4,,,7587.0
2025-12-08 02:11:28,EGV,,5.2,,,7888.0
2025-12-08 02:16:27,EGV,,5.0,,,8187.0
2025-12-08 02:21:28,EGV,,5.1,,,8488.0
2025-12-08 02:26:27,EGV,,5.1,,,8787.0
2025-12-08 02:31:28,EGV,,5.0,,,9088.0
2025-12-08 02:36:29,EGV,,5.0,,,9389.0
2025-12-08 02:41:28,EGV,,4.8,,,9688.0
2025-12-08 02:46:27,EGV,,4.8,,,9987.0
2025-12-08 02:51:28,EGV,,4.9,,,10288.0
2025-12-08 02:56:27,EGV,,5.0,,,10587.0
2025-12-08 03:01:28,EGV,,5.2,,,10888.0
2025-12-08 03:06:28,EGV,,5.2,,,11188.0
